代码,名称,日期,open,high,low,close,成交量,成交额(百万)
000001.SH,上证指数,1996-10-14,919.7,943.55,919.7,940.78,1198797000,8955.2
000001.SH,上证指数,1996-10-15,943.8,944.93,925.66,937.29,834951700,6710.6
000001.SH,上证指数,1996-10-16,944.34,953.4,921.14,933.88,802718900,6825.1
000001.SH,上证指数,1996-10-17,931.11,952.45,928.08,952.32,789598500,6796.9
000001.SH,上证指数,1996-10-18,960.55,968.21,937.77,939.93,941903600,7727.3
000001.SH,上证指数,1996-10-21,943.02,964.43,943.02,964.39,715583400,5587.5
000001.SH,上证指数,1996-10-22,952.93,978.97,943.02,976.47,977309000,7419.8
000001.SH,上证指数,1996-10-23,989.32,1011.13,986.72,1010.83,1353983300,11115.6
000001.SH,上证指数,1996-10-24,1017.45,1020.97,1004.36,1007.91,1064815800,9532.5
000001.SH,上证指数,1996-10-25,1006.3,1016.9,994.82,1012.67,1085345300,9737.7
000001.SH,上证指数,1996-10-28,1001.22,1026.84,1000.07,1022.86,943289400,8902.6
000001.SH,上证指数,1996-10-29,1032.61,1038.81,1013.49,1017.51,1006455700,9876.1
000001.SH,上证指数,1996-10-30,1017.06,1022.02,955.23,958.93,798484100,7576.2
000001.SH,上证指数,1996-10-31,972.16,983.22,949.59,976.71,601592900,6098.1
000001.SH,上证指数,1996-11-01,935.16,962.1,906.95,930.78,630499900,6248.1
000001.SH,上证指数,1996-11-04,930.99,947.87,929.73,945.11,399394600,4453.5
000001.SH,上证指数,1996-11-05,947.44,950.36,922.66,928.02,402185900,4170.4
000001.SH,上证指数,1996-11-06,925.75,928.46,896.87,915.05,336881500,3146.7
000001.SH,上证指数,1996-11-07,919.95,931.6,915.62,928.14,317372300,3080.7
000001.SH,上证指数,1996-11-08,927.24,927.38,911.91,919.67,276520800,2768.4
000001.SH,上证指数,1996-11-11,923.36,933.96,922.19,933.96,338170000,3243.6
000001.SH,上证指数,1996-11-12,937.69,949.24,928.97,943,443240700,3828.1
000001.SH,上证指数,1996-11-13,945.97,951.09,932.93,940.52,403898400,3727.6
000001.SH,上证指数,1996-11-14,944.46,957.6,943.6,953.19,486949300,4639.3
000001.SH,上证指数,1996-11-15,951.51,958.61,943.8,950.82,506447000,5052.5
000001.SH,上证指数,1996-11-18,952.72,1004.94,948.81,1004.68,788513000,7359.7
000001.SH,上证指数,1996-11-19,1019.61,1047.39,1008.23,1015.95,1209231100,10816.5
000001.SH,上证指数,1996-11-20,1010.81,1018.89,992.26,1014.92,774109300,7334.1
000001.SH,上证指数,1996-11-21,1018.05,1025.57,937.84,940.77,772602400,7276
000001.SH,上证指数,1996-11-22,928.51,952.02,919.6,951.83,503375800,4864.7
000001.SH,上证指数,1996-11-25,948.58,976.55,938.8,976.55,514973600,5245.6
000001.SH,上证指数,1996-11-26,981.46,985.13,957.8,967.58,524627000,5514.4
000001.SH,上证指数,1996-11-27,966.93,987.18,960.45,980.38,481147200,4880.4
000001.SH,上证指数,1996-11-28,983.01,1002.54,978.5,992.63,674975400,6339.1
000001.SH,上证指数,1996-11-29,997.85,1037.15,997.83,1032.94,1135776300,10530.5
000001.SH,上证指数,1996-12-02,1056.67,1134.9,1056.67,1134.52,1900400000,17419.8
000001.SH,上证指数,1996-12-03,1157.12,1177.67,1118.83,1122.98,2038988900,19668.1
000001.SH,上证指数,1996-12-04,1117.03,1170.6,1115.26,1169.92,1408426100,13051.2
000001.SH,上证指数,1996-12-05,1199.38,1215.25,1180.2,1212.08,1847025100,19472.8
000001.SH,上证指数,1996-12-06,1207.3,1220.3,1194.76,1212.88,1357953500,14927.2
000001.SH,上证指数,1996-12-09,1227.47,1250.56,1227.47,1247.65,1464910400,16397.4
000001.SH,上证指数,1996-12-10,1244.11,1244.11,1202.27,1230.25,1209173400,13415.5
000001.SH,上证指数,1996-12-11,1225.38,1258.68,1220.4,1244.9,1206412200,14208.7
000001.SH,上证指数,1996-12-12,1248.13,1254.29,1167.97,1177.13,1045474200,12122
000001.SH,上证指数,1996-12-13,1164.34,1175.44,1108.29,1110.03,918860200,9946
000001.SH,上证指数,1996-12-16,1005,1005.12,999.63,1000.02,136049700,1357.2
000001.SH,上证指数,1996-12-17,907.65,943.37,903.85,905.57,582054900,5176.7
000001.SH,上证指数,1996-12-18,872.35,975.96,869.02,972.73,955977300,8270.8
000001.SH,上证指数,1996-12-19,970.17,983.02,893.57,902.42,843164400,7935.9
000001.SH,上证指数,1996-12-20,881.08,898.92,864.25,885.23,580836400,4919
000001.SH,上证指数,1996-12-23,900.32,911.58,890.83,902.01,421057700,3627
000001.SH,上证指数,1996-12-24,907.63,911.12,864.14,865.57,346842900,2926.4
000001.SH,上证指数,1996-12-25,870.44,897.44,855.84,895.17,396240800,3338.5
000001.SH,上证指数,1996-12-26,904.02,924.33,890.4,924.23,527619400,4203.1
000001.SH,上证指数,1996-12-27,925.8,927.09,903.82,922.34,527854200,4251.2
000001.SH,上证指数,1996-12-30,929.72,938.54,923.94,934.21,525163500,4871.4
000001.SH,上证指数,1996-12-31,935.9,935.97,912.97,917.01,438294000,4052.3
000001.SH,上证指数,1997-01-02,914.06,920.19,909.46,919.43,252301300,2346.9
000001.SH,上证指数,1997-01-03,921.1,922.39,896.99,899.61,295801300,2785.7
000001.SH,上证指数,1997-01-06,890.98,892.02,875.88,876.49,218449200,1867.2
000001.SH,上证指数,1997-01-07,872.8,903,871.78,898.17,232336800,1928.3
000001.SH,上证指数,1997-01-08,899.83,902.52,887.22,896.4,219452900,1829.8
000001.SH,上证指数,1997-01-09,897.99,914.33,897.94,906.97,243886800,2117.1
000001.SH,上证指数,1997-01-10,908.55,918.5,906.54,918.4,321818900,2846.7
000001.SH,上证指数,1997-01-13,923.54,931.44,922.73,929.52,373378100,3140
000001.SH,上证指数,1997-01-14,929.55,929.59,903.62,907.85,291952100,2563.2
000001.SH,上证指数,1997-01-15,905.47,919.41,905.05,916.71,185875700,1613.5
000001.SH,上证指数,1997-01-16,917.48,922.1,908.25,915,186608500,1773.5
000001.SH,上证指数,1997-01-17,916.1,921.14,912.65,919.85,215740300,2108.6
000001.SH,上证指数,1997-01-20,922.46,933.36,922.06,933.28,263104800,2385.6
000001.SH,上证指数,1997-01-21,937.04,939.01,926.09,929.11,328954100,2899.6
000001.SH,上证指数,1997-01-22,929.35,942.72,929,942.43,324234500,3072.4
000001.SH,上证指数,1997-01-23,945.59,947.54,940.49,945.8,375742700,3613.1
000001.SH,上证指数,1997-01-24,945.52,954.3,934.64,953.91,362281900,3212.6
000001.SH,上证指数,1997-01-27,957.24,959.86,952.4,959.05,433304700,4081.5
000001.SH,上证指数,1997-01-28,957.87,957.88,947.91,956.31,310834800,2863.3
000001.SH,上证指数,1997-01-29,955.95,964.01,955.09,962.1,398455700,3604.6
000001.SH,上证指数,1997-01-30,960.49,962.97,955.46,960.17,339894800,2986.5
000001.SH,上证指数,1997-01-31,960.25,967.89,960.07,964.74,380259000,3595.4
000001.SH,上证指数,1997-02-17,969.53,985.2,959.74,982.4,350433400,3241.8
000001.SH,上证指数,1997-02-18,980.48,999.22,893.74,894.84,703727700,7118.3
000001.SH,上证指数,1997-02-19,911.57,962.69,911.57,962.69,522778100,7270.8
000001.SH,上证指数,1997-02-20,870.18,971.51,870.18,965.08,925242900,9913
000001.SH,上证指数,1997-02-21,967.67,1017.31,967.49,1017.13,1339037000,12259.1
000001.SH,上证指数,1997-02-24,1028.35,1032.7,1004.61,1009.56,1069506800,10867.4
000001.SH,上证指数,1997-02-25,1009.05,1028.33,1009.03,1017.95,681974900,7732.5
000001.SH,上证指数,1997-02-26,1019.86,1031.51,1015.38,1031.51,588243100,7455.9
000001.SH,上证指数,1997-02-27,1035.31,1038.48,1020.34,1025.3,623750400,8124.4
000001.SH,上证指数,1997-02-28,1023.36,1040.33,1010.26,1040.27,645551900,7298.3
000001.SH,上证指数,1997-03-03,1044.61,1063.04,1043.92,1063.04,867542800,8552.1
000001.SH,上证指数,1997-03-04,1063.28,1070.21,1048.43,1068.16,869776200,8512.5
000001.SH,上证指数,1997-03-05,1067.58,1072.46,1052.07,1052.07,756244100,7130.5
000001.SH,上证指数,1997-03-06,1045.88,1079.13,1044.23,1079.13,848128900,7902.1
000001.SH,上证指数,1997-03-07,1083,1086.63,1070.85,1077.72,791424100,7928
000001.SH,上证指数,1997-03-10,1085.91,1100.51,1085.88,1099.67,801142200,9182.5
000001.SH,上证指数,1997-03-11,1103.43,1109.95,1092.72,1109.73,795954600,8892.5
000001.SH,上证指数,1997-03-12,1112.71,1126.42,1109.47,1126.16,926508200,9873.8
000001.SH,上证指数,1997-03-13,1128.7,1131.73,1108.88,1117.28,878779400,8965
000001.SH,上证指数,1997-03-14,1114.74,1125.81,1092.7,1125.8,777873800,8477.3
000001.SH,上证指数,1997-03-17,1138.27,1159.53,1138.27,1158.47,1066754400,12237.4
000001.SH,上证指数,1997-03-18,1164.96,1177.02,1148.07,1162.63,997796000,12126.5
000001.SH,上证指数,1997-03-19,1167.04,1170.39,1156.18,1161.26,779107600,9459.3
000001.SH,上证指数,1997-03-20,1162.25,1168.49,1119.67,1120.71,706658300,8479
000001.SH,上证指数,1997-03-21,1116.72,1167.2,1116.58,1167.16,711797600,8556.1
000001.SH,上证指数,1997-03-24,1186.95,1196.64,1181.33,1191.73,1042759700,12547
000001.SH,上证指数,1997-03-25,1198.15,1201.62,1180.87,1197.84,870208900,10368.6
000001.SH,上证指数,1997-03-26,1204.21,1215.47,1201.16,1215.3,860243200,9645.1
000001.SH,上证指数,1997-03-27,1220.55,1228.23,1202.76,1214.25,936671700,10702.6
000001.SH,上证指数,1997-03-28,1213.81,1219.03,1199.53,1202.66,725585300,8420.4
000001.SH,上证指数,1997-03-31,1210.01,1234.95,1210,1234.61,825290200,9099.4
000001.SH,上证指数,1997-04-01,1243.87,1246.31,1234.24,1241.02,790930600,8476
000001.SH,上证指数,1997-04-02,1246.4,1249.57,1232.31,1233.84,733201400,8164.9
000001.SH,上证指数,1997-04-03,1233.81,1246.17,1222.55,1246.03,667654300,7977.6
000001.SH,上证指数,1997-04-04,1258.07,1269.73,1251.59,1260.96,987533200,12366.5
000001.SH,上证指数,1997-04-07,1259.58,1276.57,1252.75,1276.4,963526700,12036.2
000001.SH,上证指数,1997-04-08,1277.05,1278.29,1246.72,1247.26,759695600,9907.4
000001.SH,上证指数,1997-04-09,1251.57,1286.9,1251.56,1286.84,932788700,12036.2
000001.SH,上证指数,1997-04-10,1293.25,1299.74,1279.49,1281.89,1061265600,13102.3
000001.SH,上证指数,1997-04-11,1279.34,1283.56,1251,1278.52,888837500,11144.1
000001.SH,上证指数,1997-04-14,1293.97,1325.66,1293.97,1316.92,1357686600,15617.9
000001.SH,上证指数,1997-04-15,1318.57,1326.38,1298.18,1324.95,952128400,11781.2
000001.SH,上证指数,1997-04-16,1334.3,1338.42,1318.15,1327.78,916411800,11167.1
000001.SH,上证指数,1997-04-17,1323.41,1331.17,1319.75,1323.36,752233600,8656.4
000001.SH,上证指数,1997-04-18,1325.22,1338.85,1305.95,1338.03,854092800,9734
000001.SH,上证指数,1997-04-21,1355.55,1365.21,1350.79,1362.07,1200918000,13341.4
000001.SH,上证指数,1997-04-22,1362.98,1368.88,1354.45,1365.49,1009577600,12057.8
000001.SH,上证指数,1997-04-23,1370.04,1380.35,1368.64,1378.84,1007199000,13547.8
000001.SH,上证指数,1997-04-24,1370.17,1386.51,1356.52,1380.28,972755700,13141.8
000001.SH,上证指数,1997-04-25,1382.92,1386.26,1363.98,1364.97,1010976200,13864.4
000001.SH,上证指数,1997-04-28,1372.26,1381.56,1346.25,1351.99,887578600,12052.9
000001.SH,上证指数,1997-04-29,1353.99,1376.81,1335.75,1376.77,779936400,10195.2
000001.SH,上证指数,1997-04-30,1385.3,1396.48,1376.45,1393.74,796155300,10349.1
000001.SH,上证指数,1997-05-05,1398.14,1448.99,1398.04,1448.92,973934700,12914.8
000001.SH,上证指数,1997-05-06,1462.02,1483.5,1459.68,1482.99,1094680200,16023.9
000001.SH,上证指数,1997-05-07,1495.21,1499.62,1464.86,1495.45,1095077300,15668.4
000001.SH,上证指数,1997-05-08,1496.97,1504.25,1401.59,1405.18,1041928600,15910.8
000001.SH,上证指数,1997-05-09,1412.89,1469.07,1394.42,1467.22,906523100,13325.3
000001.SH,上证指数,1997-05-12,1490.78,1510.17,1486.44,1500.39,1172969400,16574.7
000001.SH,上证指数,1997-05-13,1501.24,1501.24,1436.2,1464.28,975389400,13438.7
000001.SH,上证指数,1997-05-14,1447.6,1447.67,1378.02,1379.22,752838600,10550.7
000001.SH,上证指数,1997-05-15,1371.19,1425.3,1360.22,1417.67,641371300,9109.8
000001.SH,上证指数,1997-05-16,1309.59,1394.2,1287.07,1315.92,916327000,12485.7
000001.SH,上证指数,1997-05-19,1330.78,1350.58,1316.13,1344.61,540092900,6910.3
000001.SH,上证指数,1997-05-20,1351.65,1386.36,1351.22,1381.11,512250300,7314.4
000001.SH,上证指数,1997-05-21,1386.84,1389.6,1340.29,1354.88,537681100,7951.8
000001.SH,上证指数,1997-05-22,1248.96,1300.97,1232.2,1235.22,632263000,8604
000001.SH,上证指数,1997-05-23,1238.69,1263.51,1225.79,1254.26,518614200,7569.1
000001.SH,上证指数,1997-05-26,1268.59,1275.29,1213.24,1251.55,557911300,8397.1
000001.SH,上证指数,1997-05-27,1258.38,1281.74,1253.25,1281.74,521692700,7505.2
000001.SH,上证指数,1997-05-28,1283,1288.73,1265.56,1270.35,461987300,7117.8
000001.SH,上证指数,1997-05-29,1267.51,1282.84,1262.57,1263.34,451695300,6357.2
000001.SH,上证指数,1997-05-30,1261.29,1285.39,1254.62,1285.18,381226100,5473.4
000001.SH,上证指数,1997-06-02,1302.82,1336.42,1302.16,1336.28,612343000,8567.1
000001.SH,上证指数,1997-06-03,1341.68,1344.64,1313.46,1338.75,680850400,9983.8
000001.SH,上证指数,1997-06-04,1345.37,1363.7,1344.59,1361.18,692842800,10412.8
000001.SH,上证指数,1997-06-05,1362.18,1369.51,1346.96,1360.23,579972400,9225.5
000001.SH,上证指数,1997-06-06,1271.31,1314.72,1254.27,1275.3,894051800,13041.4
000001.SH,上证指数,1997-06-09,1275.25,1282.75,1255.67,1274.92,335921900,4716
000001.SH,上证指数,1997-06-10,1278.99,1285.04,1239.85,1241.74,266387500,3544.7
000001.SH,上证指数,1997-06-11,1239.5,1244,1175.7,1220.39,354416400,4587.1
000001.SH,上证指数,1997-06-12,1224.47,1229.64,1211.79,1212.76,283543600,3414.6
000001.SH,上证指数,1997-06-13,1154.98,1244.23,1154.97,1243.97,440597100,5520.6
000001.SH,上证指数,1997-06-16,1255.76,1269.63,1255.76,1261.46,470855000,6250.8
000001.SH,上证指数,1997-06-17,1260.4,1263.89,1245.33,1245.93,353295800,4087.7
000001.SH,上证指数,1997-06-18,1252.01,1254.89,1230.3,1232.68,321561200,3954.2
000001.SH,上证指数,1997-06-19,1233.67,1250.63,1227.25,1230.74,302602900,3979.3
000001.SH,上证指数,1997-06-20,1243.99,1292.32,1243.99,1291.19,470916300,6525.8
000001.SH,上证指数,1997-06-23,1313.23,1322.98,1265.17,1283.49,605642200,9044.4
000001.SH,上证指数,1997-06-24,1287.18,1304.05,1283.72,1303.92,404423400,5700.7
000001.SH,上证指数,1997-06-25,1309.34,1311.2,1293.35,1297.59,434568200,6108.7
000001.SH,上证指数,1997-06-26,1295.11,1295.15,1280.84,1284.45,400444600,5138.8
000001.SH,上证指数,1997-06-27,1287.92,1291.97,1246.92,1250.27,550244900,8325.3
000001.SH,上证指数,1997-07-02,1255.9,1261.57,1147.33,1199.06,381453900,5653.3
000001.SH,上证指数,1997-07-03,1194.67,1194.67,1149.94,1150.62,365249700,4663.6
000001.SH,上证指数,1997-07-04,1138.92,1163.24,1124.77,1159.34,434765200,5014.1
000001.SH,上证指数,1997-07-07,1161.7,1163.44,1085.57,1096.81,344015700,4134.3
000001.SH,上证指数,1997-07-08,1092.79,1115.43,1066.04,1109.66,360459500,4267.7
000001.SH,上证指数,1997-07-09,1113.64,1122.67,1104.08,1120.84,313641000,3463.9
000001.SH,上证指数,1997-07-10,1121.25,1137.86,1115.21,1120.15,318740400,3590.1
000001.SH,上证指数,1997-07-11,1116.41,1155.05,1114.39,1154.91,386329800,4602
000001.SH,上证指数,1997-07-14,1163.29,1185.77,1158.44,1185.72,542557700,6535.9
000001.SH,上证指数,1997-07-15,1189.47,1201.21,1180.19,1200.11,544165900,6514.3
000001.SH,上证指数,1997-07-16,1201.59,1204.85,1184.44,1190.82,512255700,6272.9
000001.SH,上证指数,1997-07-17,1188.26,1203.5,1180.93,1197.22,446454900,5562.1
000001.SH,上证指数,1997-07-18,1199.39,1210.44,1191.28,1209.85,468032100,5972.6
000001.SH,上证指数,1997-07-21,1215.83,1218.48,1188.87,1193.52,482304700,6009.2
000001.SH,上证指数,1997-07-22,1189.11,1208.26,1163.46,1208.24,445226700,5455.5
000001.SH,上证指数,1997-07-23,1219.05,1223.82,1194.7,1198.86,470694000,5460.5
000001.SH,上证指数,1997-07-24,1194.7,1200.3,1172.36,1174.21,320719700,3817.9
000001.SH,上证指数,1997-07-25,1166.56,1177.65,1158.13,1170.86,298936300,3431.2
000001.SH,上证指数,1997-07-28,1167.81,1167.88,1138.47,1141.77,295753400,3323.3
000001.SH,上证指数,1997-07-29,1137.31,1161.19,1133.17,1153.22,293561800,2975.5
000001.SH,上证指数,1997-07-30,1157.09,1179.47,1157,1179.42,355608000,3504.4
000001.SH,上证指数,1997-07-31,1184.93,1192.2,1179.71,1189.76,362127300,3657.8
000001.SH,上证指数,1997-08-01,1191.65,1194.03,1182.22,1192.82,313787300,3123.5
000001.SH,上证指数,1997-08-04,1196.25,1201.92,1188.67,1200.33,409821600,4203.6
000001.SH,上证指数,1997-08-05,1203.35,1207.22,1193.69,1196.27,346678300,3441.2
000001.SH,上证指数,1997-08-06,1196.03,1197.44,1170.26,1171.94,283945300,2821.9
000001.SH,上证指数,1997-08-07,1167.92,1199.24,1161.63,1199.24,332103300,3103.6
000001.SH,上证指数,1997-08-08,1205.95,1216.56,1201.35,1206.05,675326000,5820.9
000001.SH,上证指数,1997-08-11,1206.45,1206.75,1182.44,1184.08,492768700,4892.5
000001.SH,上证指数,1997-08-12,1177.26,1183.43,1145.74,1146.8,384473900,3858.6
000001.SH,上证指数,1997-08-13,1139.24,1153.49,1118.2,1120.12,324274700,3171.1
000001.SH,上证指数,1997-08-14,1120.47,1168.33,1120.24,1168.11,364254200,3527.7
000001.SH,上证指数,1997-08-15,1174.18,1174.88,1133.89,1143.06,430077900,3545.3
000001.SH,上证指数,1997-08-18,1139.6,1139.6,1116.14,1134.63,321417200,2831.5
000001.SH,上证指数,1997-08-19,1134.61,1143.2,1128.1,1132.9,249474400,2207.2
000001.SH,上证指数,1997-08-20,1135.05,1144.64,1133.74,1144.63,244263200,2173.9
000001.SH,上证指数,1997-08-21,1148.38,1165.21,1147.81,1164.54,392442200,3586.2
000001.SH,上证指数,1997-08-22,1159.38,1174.48,1156.82,1171.83,426181700,3798.1
000001.SH,上证指数,1997-08-25,1175.44,1184.33,1175.38,1184.09,443497800,4246.8
000001.SH,上证指数,1997-08-26,1186.06,1194.13,1181.24,1194.04,537213900,5253.6
000001.SH,上证指数,1997-08-27,1195.42,1199.47,1188.33,1198.51,519826000,4603.1
000001.SH,上证指数,1997-08-28,1201.05,1216.07,1194.67,1213.89,667358900,5953.7
000001.SH,上证指数,1997-08-29,1214.31,1223.07,1209.47,1221.06,681388700,6210.5
000001.SH,上证指数,1997-09-01,1224.17,1230.06,1219.1,1229.86,641840200,6081
000001.SH,上证指数,1997-09-02,1228.47,1232.69,1215.92,1226.3,559944300,5079.8
000001.SH,上证指数,1997-09-03,1223.62,1243.32,1223.46,1240.82,540664500,5421.2
000001.SH,上证指数,1997-09-04,1245.77,1253.15,1245.64,1251.29,522948400,5401.5
000001.SH,上证指数,1997-09-05,1250.6,1253.35,1241.21,1251.55,454465200,4426.4
000001.SH,上证指数,1997-09-08,1253.14,1257.54,1245.74,1255.22,524372600,4823
000001.SH,上证指数,1997-09-09,1255.18,1257.92,1230.44,1231.02,437035600,3999.3
000001.SH,上证指数,1997-09-10,1230.42,1256.04,1227.64,1256.04,524270000,4344.2
000001.SH,上证指数,1997-09-11,1260.51,1264.48,1236.11,1242.71,686014500,5917.7
000001.SH,上证指数,1997-09-12,1240.49,1247.9,1207.83,1208.69,414047600,3593.2
000001.SH,上证指数,1997-09-15,1205.9,1211.68,1175.94,1179.28,341131300,3051.9
000001.SH,上证指数,1997-09-16,1182.75,1193.84,1181.16,1187.22,249672600,2125.3
000001.SH,上证指数,1997-09-17,1188.88,1191.29,1162.24,1167.55,231994400,1930
000001.SH,上证指数,1997-09-18,1169.67,1181.74,1164.64,1172.36,222865500,1905
000001.SH,上证指数,1997-09-19,1174.76,1185.09,1168.86,1184.52,192015100,1718.1
000001.SH,上证指数,1997-09-22,1184.49,1185.1,1102.61,1103.97,281374800,2477.8
000001.SH,上证指数,1997-09-23,1096.18,1105.28,1025.13,1041.96,411730900,2848.4
000001.SH,上证指数,1997-09-24,1064.66,1110.1,1064.66,1110.01,476055700,3966.1
000001.SH,上证指数,1997-09-25,1118.36,1130.12,1106.24,1117.01,414019800,3519.5
000001.SH,上证指数,1997-09-26,1118.69,1118.94,1094.42,1109.63,258284200,2188.3
000001.SH,上证指数,1997-09-29,1106.34,1106.34,1079.34,1084.07,226612300,2064.2
000001.SH,上证指数,1997-09-30,1083.41,1100.38,1083.23,1097.38,176556300,1726.1
000001.SH,上证指数,1997-10-06,1100.7,1105.41,1091.15,1098.9,137462700,1251.1
000001.SH,上证指数,1997-10-07,1098.29,1102.71,1087.01,1102.57,143262900,1255.1
000001.SH,上证指数,1997-10-08,1122.96,1140.93,1116.71,1134.86,243838700,2363.3
000001.SH,上证指数,1997-10-09,1134.59,1138.65,1120.08,1122.46,180363700,1582.1
000001.SH,上证指数,1997-10-10,1121.33,1131.57,1120.51,1130.78,174511200,1559.3
000001.SH,上证指数,1997-10-13,1136.42,1138.4,1117.38,1119.81,168255300,1496.9
000001.SH,上证指数,1997-10-14,1116.29,1118.02,1105.7,1117.92,137823300,1172.9
000001.SH,上证指数,1997-10-15,1119.1,1129.65,1116.42,1125.78,201345200,1744.9
000001.SH,上证指数,1997-10-16,1131.4,1151.39,1131.39,1150.3,321200200,3256.6
000001.SH,上证指数,1997-10-17,1155.42,1180.21,1153.89,1176.48,435064300,4781.4
000001.SH,上证指数,1997-10-20,1183.74,1191.04,1173.55,1187.36,440514200,4842.8
000001.SH,上证指数,1997-10-21,1190.49,1192.34,1179.57,1191.87,405918500,4270
000001.SH,上证指数,1997-10-22,1193.7,1203.01,1168.45,1177.52,574988000,6695.6
000001.SH,上证指数,1997-10-23,1178.98,1186.06,1170.23,1173.36,397832800,4259.2
000001.SH,上证指数,1997-10-24,1172.88,1179.8,1164.06,1178.3,353111200,3600.5
000001.SH,上证指数,1997-10-27,1183.64,1235.94,1183.64,1235.82,628801000,6961.4
000001.SH,上证指数,1997-10-28,1239.58,1241.83,1172.89,1177.92,501529600,5549.8
000001.SH,上证指数,1997-10-29,1168.22,1188.79,1162.98,1184.08,344252600,3579.1
000001.SH,上证指数,1997-10-30,1189.26,1207.97,1173.64,1174.84,454739600,5070.8
000001.SH,上证指数,1997-10-31,1164.91,1181.5,1158.73,1180.39,284866000,2933.4
000001.SH,上证指数,1997-11-03,1181.16,1185.06,1176.54,1180.85,240980600,2488.8
000001.SH,上证指数,1997-11-04,1180.86,1190.47,1180.86,1184.7,227145600,2180.6
000001.SH,上证指数,1997-11-05,1186.09,1194.67,1179.35,1194.03,482524400,4336
000001.SH,上证指数,1997-11-06,1198.65,1203.08,1179.58,1181.12,413291800,4297.9
000001.SH,上证指数,1997-11-07,1181.77,1195.74,1177.63,1195.14,351938800,3583.1
000001.SH,上证指数,1997-11-10,1199.36,1202.57,1178.63,1185.78,389008100,4218.1
000001.SH,上证指数,1997-11-11,1183.41,1187.74,1168.48,1186.63,284540700,3006.3
000001.SH,上证指数,1997-11-12,1190.01,1193.53,1171.56,1174.18,279207800,2895
000001.SH,上证指数,1997-11-13,1169.7,1185.28,1157.29,1185.02,287292300,2924.7
000001.SH,上证指数,1997-11-14,1187.35,1208.84,1181.68,1197.83,377726600,3850.1
000001.SH,上证指数,1997-11-17,1210.67,1213.22,1190.43,1191.33,252553400,2691.8
000001.SH,上证指数,1997-11-18,1190.26,1193.31,1182.6,1183.34,226729900,2510.3
000001.SH,上证指数,1997-11-19,1185.1,1191.96,1175.78,1181.62,224771700,2419.1
000001.SH,上证指数,1997-11-20,1182.73,1189.49,1169.09,1172.42,287047500,2848
000001.SH,上证指数,1997-11-21,1168.96,1169.1,1152,1158.55,276173000,2746.8
000001.SH,上证指数,1997-11-24,1150.41,1150.56,1122.93,1124.94,276942600,2599.5
000001.SH,上证指数,1997-11-25,1120.86,1131.12,1114.13,1125.52,329824000,3567
000001.SH,上证指数,1997-11-26,1126.59,1143.81,1124.47,1143.81,213916000,2072.6
000001.SH,上证指数,1997-11-27,1141.77,1141.97,1120.51,1122.51,238282900,2274.1
000001.SH,上证指数,1997-11-28,1117.56,1139.64,1114.43,1139.62,256396400,2616.6
000001.SH,上证指数,1997-12-01,1137.58,1139.29,1130.44,1133.08,221839600,2336.4
000001.SH,上证指数,1997-12-02,1133.59,1139.6,1128.5,1130.16,179984100,1754.7
000001.SH,上证指数,1997-12-03,1129.77,1130.31,1121.59,1122.54,184408900,1760.2
000001.SH,上证指数,1997-12-04,1121.8,1137.01,1119.2,1135.87,222723700,2237.9
000001.SH,上证指数,1997-12-05,1139.47,1144.22,1134.93,1136.2,233639000,2218.3
000001.SH,上证指数,1997-12-08,1140.54,1143.08,1136.57,1139.36,204180700,1888.3
000001.SH,上证指数,1997-12-09,1139.8,1148.17,1137.31,1148.17,208269800,2017.6
000001.SH,上证指数,1997-12-10,1150.47,1158.98,1149.33,1157.84,228189100,2215.5
000001.SH,上证指数,1997-12-11,1159.05,1159.75,1145.54,1159.16,226290200,2466.2
000001.SH,上证指数,1997-12-12,1160.22,1165.81,1153.43,1153.84,237564800,2843.7
000001.SH,上证指数,1997-12-15,1155.72,1168.05,1155.6,1168.02,300017700,3323
000001.SH,上证指数,1997-12-16,1170.46,1174.8,1165.6,1174.8,325804300,3737.2
000001.SH,上证指数,1997-12-17,1169.64,1169.73,1145.89,1146.52,324734400,3632.8
000001.SH,上证指数,1997-12-18,1142.1,1159.11,1138.39,1154.16,298796500,3166
000001.SH,上证指数,1997-12-19,1154.7,1161.87,1151.14,1160.76,318263300,3325.1
000001.SH,上证指数,1997-12-22,1162.68,1169.02,1153.44,1169,412160100,4927.5
000001.SH,上证指数,1997-12-23,1171.9,1176.92,1165.05,1171.25,324753900,3787.5
000001.SH,上证指数,1997-12-24,1171.73,1173.54,1164.85,1169.66,312159000,3331.5
000001.SH,上证指数,1997-12-25,1170.56,1181.47,1169.99,1181.27,350846700,4125.8
000001.SH,上证指数,1997-12-26,1187.75,1194.23,1186.52,1191.91,413633400,4857.5
000001.SH,上证指数,1997-12-29,1196.29,1198.97,1185.65,1186.6,356591500,3908
000001.SH,上证指数,1997-12-30,1186.13,1193.62,1179.55,1181.14,273737400,2931.8
000001.SH,上证指数,1997-12-31,1182.25,1195.04,1182.24,1194.1,303607600,3567.9
000001.SH,上证指数,1998-01-05,1200.94,1220.49,1200.22,1220.47,430483800,5345.3
000001.SH,上证指数,1998-01-06,1223.73,1233.63,1215.4,1233.62,503657100,6188.5
000001.SH,上证指数,1998-01-07,1233.95,1244.09,1231.14,1244.07,553890500,6277.1
